transaction_reference,authorization_number,primary_account_number,card_bin_number,card_suffix,card_expiry_date,card_product_type,account_type,transaction_date,transaction_time,local_date,local_time,transaction_amount_inr,transaction_currency_code,settlement_amount,settlement_currency,transaction_code,transaction_description,merchant_identifier,merchant_business_name,mcc_code,merchant_location_city,merchant_location_state,merchant_country_code,merchant_postal_code,merchant_phone,terminal_identifier,pos_entry_capability,pos_cardholder_presence,card_present_indicator,authorization_response_code,response_code,response_description,approval_date,address_verification_result,cvv_verification_result,cvv_presence_indicator,acquiring_institution_id,acquiring_bin,issuing_bin,visa_network_reference,interchange_reimbursement_fee,service_charge,network_processing_fee,gst_amount,retrieval_reference_number,system_trace_audit_number,batch_identifier,settlement_date,fraud_detection_score,risk_assessment,secure_3d_auth_status,secure_3d_eci,bank_name,data_source,record_created_timestamp
SBI000000005338,AUTH0005338,453231******3483,453231,3483,2909,VISA,CURRENT,20251213,231057,20251213,231057,-9051.3,356,,,000000,REFUND,SBI217594,"Mandal, Borra and Gill",5912,Ahmedabad,Assam,IND,,+913496059370,TERM788571,90,0,1,A62723,14,Do not honor,20251213,N,S,1,SBI00001,453234,453231,VISA3571157124,70.28,45.74,,14.28,RRN0000005338,005338,BATCH26326,20251214,297.0,,Y,07,SBI,SBI_BANK,2026-01-04T23:10:57.625679
SBI000000006546,AUTH0006546,453234******3408,453234,3408,2704,VISA,SAVINGS,20251208,231057,20251208,231057,4999.38,356,,,200000,ATM WITHDRAWAL,SBI340363,Rastogi Ltd,5812,Ahmedabad,Rajasthan,IND,370544,,TERM590932,90,1,1,A97777,91,Do not honor,20251208,N,M,1,SBI00001,453233,453234,VISA1008612379,,18.08,18.38,18.02,RRN0000006546,006546,BATCH81203,20251210,,LOW,N,06,SBI,SBI_BANK,2026-01-04T23:10:57.760064
SBI000000005568,AUTH0005568,453232******0319,453232,0319,2709,VISA,CURRENT,2025-12-31,231057,20251231,231057,7344.29,356,,,200000,REFUND,SBI624220,Sharma Group,5691,Jaipur,Telangana,IND,865921,+919785253991,TERM283081,02,1,0,,61,Insufficient funds,20251231,U,U,0,SBI00001,453233,453232,VISA6027527773,61.84,33.55,,22.16,RRN0000005568,005568,BATCH60492,20260102,,,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.654113
SBI000000005236,AUTH0005236,453233******2641,453233,2641,2710,VISA,CREDIT,20251212,231057,20251212,231057,8935.5,356,,,000000,ATM WITHDRAWAL,SBI627005,Tiwari-Nagarajan,5661,Ahmedabad,Gujarat,IND,598488,,TERM639310,81,2,1,A79978,14,Approved,20251212,N,S,0,SBI00001,453231,453233,VISA4910784345,40.97,33.87,17.08,,RRN0000005236,005236,BATCH82136,20251213,,MEDIUM,N,06,SBI,SBI_BANK,2026-01-04T23:10:57.614327
SBI000000006561,AUTH0006561,453233******1752,453233,1752,2807,VISA,SAVINGS,20251221,231057,20251221,231057,9047.17,356,,,000000,POS PURCHASE,SBI327144,Chaudhary Ltd,5661,Bangalore,Mizoram,IND,671677,,TERM857796,81,1,0,A47669,00,Insufficient funds,20251221,Y,P,1,SBI00001,453234,453233,VISA2735070917,55.45,29.53,17.64,25.79,RRN0000006561,006561,BATCH43056,20251223,626.0,MEDIUM,U,,SBI,SBI_BANK,2026-01-04T23:10:57.765508
SBI000000005693,AUTH0005693,453231******1649,453231,1649,3006,VISA,SAVINGS,2025-12-13,231057,20251213,231057,2793.56,356,,,200000,REFUND,SBI624501,"Sood, Iyengar and Manda",5691,Ahmedabad,Tamil Nadu,IND,885472,,TERM636598,81,1,1,A21421,91,Insufficient funds,20251213,Y,M,1,SBI00001,453233,453231,VISA7261098549,16.74,27.31,16.98,,RRN0000005693,005693,BATCH13164,20251215,620.0,HIGH,A,05,SBI,SBI_BANK,2026-01-04T23:10:57.667979
SBI000000005690,AUTH0005690,453232******7298,453232,7298,2711,VISA,CURRENT,2025-12-13,231057,20251213,231057,2220.75,356,,,000000,POS PURCHASE,SBI407166,"Parikh, Mishra and Agrawal",,Hyderabad,Sikkim,IND,112718,,TERM894765,90,1,0,,14,Do not honor,20251213,U,U,0,SBI00001,453234,453232,VISA2382912039,,31.19,12.21,20.13,RRN0000005690,005690,BATCH20320,20251214,344.0,,U,07,SBI,SBI_BANK,2026-01-04T23:10:57.667979
SBI000000004295,AUTH0004295,295811******0921,295811,0921,2812,VISA,CREDIT,2025-12-05,231057,20251205,231057,9278.44,356,,,000000,ONLINE PAYMENT,SBI994700,Sahni Inc,5912,Jaipur,Madhya Pradesh,IND,857636,+915029990761,TERM688801,81,2,1,A91814,14,Insufficient funds,20251205,P,U,1,SBI00001,453233,295811,VISA7496993834,80.55,,8.43,7.24,RRN0000004295,004295,BATCH33409,20251206,767.0,LOW,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.505705
SBI000000005732,AUTH0005732,453231******9076,453231,9076,3005,VISA,SAVINGS,20251219,231057,20251219,231057,5014.49,356,,,010000,POS PURCHASE,SBI945938,Choudhry-Karan,5691,Lucknow,Madhya Pradesh,IND,859605,04772911884,TERM134967,81,2,0,A40147,91,Insufficient funds,20251219,A,M,0,SBI00001,453231,453231,VISA9975402645,31.54,11.58,13.45,17.41,RRN0000005732,005732,BATCH33999,20251220,233.0,HIGH,N,07,SBI,SBI_BANK,2026-01-04T23:10:57.674191
SBI000000004974,AUTH0004974,453234******9903,453234,9903,2707,VISA,CREDIT,12-12-2025,231057,20251212,231057,4768.21,356,,,200000,ATM WITHDRAWAL,SBI754757,Mody LLC,5661,Bangalore,Andhra Pradesh,IND,731395,,TERM348174,90,0,0,A63270,14,Do not honor,20251212,N,N,0,SBI00001,453232,453234,VISA5696504311,12.26,27.85,,12.39,RRN0000004974,004974,BATCH29948,20251214,84.0,,N,,SBI,SBI_BANK,2026-01-04T23:10:57.586364
SBI000000004094,AUTH0004094,453231******8332,453231,8332,2812,VISA,CREDIT,20251219,231057,20251219,231057,2219.37,356,,,010000,POS PURCHASE,SBI130264,Wadhwa and Sons,5732,Ahmedabad,Madhya Pradesh,IND,438150,,TERM800369,05,0,0,A97694,51,Do not honor,20251219,N,N,0,SBI00001,453234,453231,VISA5949500172,94.29,46.37,10.11,,RRN0000004094,004094,BATCH67591,20251220,979.0,MEDIUM,U,,SBI,SBI_BANK,2026-01-04T23:10:57.480652
SBI000000005639,AUTH0005639,453234******6044,453234,6044,2703,VISA,CREDIT,20251224,231057,20251224,231057,3740.02,356,,,010000,POS PURCHASE,SBI354168,"Gill, Sunder and Kulkarni",7011,Chennai,Tripura,IND,,2194047891,TERM922090,81,2,1,,91,Insufficient funds,20251224,S,P,1,SBI00001,453233,453234,VISA7974512879,66.73,41.79,,27.55,RRN0000005639,005639,BATCH30554,20251225,575.0,MEDIUM,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.662506
SBI000000006397,AUTH0006397,453233******0184,453233,0184,2805,VISA,SAVINGS,20251223,231057,20251223,231057,339.73,356,,,010000,REFUND,SBI952601,"Kara, Dutta and Rajagopal",5814,Lucknow,Punjab,IND,489034,,TERM608714,05,0,0,A44643,05,Do not honor,20251223,N,M,1,SBI00001,453233,453233,VISA3731700287,42.0,17.9,10.75,,RRN0000006397,006397,BATCH10543,20251224,,LOW,N,05,SBI,SBI_BANK,2026-01-04T23:10:57.742265
SBI000000006589,AUTH0006589,453232******4061,453232,4061,2907,VISA,SAVINGS,20260104,231057,20260104,231057,571.71,356,,,000000,ATM WITHDRAWAL,SBI668176,"Comar, Arya and Tata",,Bangalore,Sikkim,IND,,,TERM545961,02,2,0,A87219,61,Do not honor,20260104,Y,N,1,SBI00001,453231,453232,VISA4241242063,45.02,40.39,,,RRN0000006589,006589,BATCH61223,20260105,647.0,MEDIUM,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.769738
SBI000000004673,AUTH0004673,453233******8254,453233,8254,3007,VISA,SAVINGS,20251225,231057,20251225,231057,3136.2,356,,,200000,REFUND,SBI309854,Shah and Sons,,Hyderabad,,IND,,01548362813,TERM799915,90,2,0,A41350,00,Insufficient funds,20251225,S,P,1,SBI00001,453232,453233,VISA2303577047,24.58,,17.2,25.42,RRN0000004673,004673,BATCH98827,20251227,,LOW,A,,SBI,SBI_BANK,2026-01-04T23:10:57.549234
SBI000000005978,AUTH0005978,453231******9879,453231,9879,2810,VISA,SAVINGS,20251222,231057,20251222,231057,7688.91,356,,,200000,POS PURCHASE,SBI754041,"Verma, Tara and Walla",,Mumbai,Bihar,IND,860324,3391723288,TERM815706,90,2,0,A23927,14,Approved,20251222,S,U,1,SBI00001,453233,453231,VISA8955025604,54.64,,7.43,,RRN0000005978,005978,BATCH37288,20251223,822.0,MEDIUM,U,,SBI,SBI_BANK,2026-01-04T23:10:57.701542
SBI000000005764,AUTH0005764,453233******1521,453233,1521,2907,VISA,CURRENT,20260102,231057,20260102,231057,7019.76,356,,,010000,POS PURCHASE,SBI404441,Prasad Group,4121,Lucknow,Odisha,IND,,9659123944,TERM446533,02,2,1,A94930,91,Do not honor,20260102,U,S,1,SBI00001,453231,453233,VISA1790713464,,,,14.33,RRN0000005764,005764,BATCH31981,20260104,778.0,LOW,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.678132
SBI000000004969,AUTH0004969,453233******4694,453233,4694,2802,VISA,CREDIT,20251227,231057,20251227,231057,5319.55,356,,,010000,ATM WITHDRAWAL,SBI285225,"Wadhwa, Balasubramanian and Manne",5999,Kolkata,Maharashtra,IND,,,TERM790324,81,2,1,A61710,00,Do not honor,20251227,N,M,0,SBI00001,453233,453233,VISA6362038026,70.43,,12.99,13.31,RRN0000004969,004969,BATCH94556,20251229,956.0,,N,,SBI,SBI_BANK,2026-01-04T23:10:57.585153
SBI000000005681,AUTH0005681,453234******1506,453234,1506,2701,VISA,CURRENT,07-12-2025,231057,20251207,231057,4861.25,356,,,200000,ATM WITHDRAWAL,SBI793945,Bhat and Sons,5651,Jaipur,Tripura,IND,195071,,TERM671777,81,0,0,A43071,91,Do not honor,20251207,S,S,0,SBI00001,453233,453234,VISA4503330662,,45.87,11.07,10.12,RRN0000005681,005681,BATCH42066,20251208,170.0,HIGH,A,,SBI,SBI_BANK,2026-01-04T23:10:57.666855
SBI000000006927,AUTH0006927,453233******3691,453233,3691,2709,VISA,CURRENT,20251217,231057,20251217,231057,9017.21,356,,,010000,REFUND,SBI370361,Kashyap LLC,,Delhi,Sikkim,IND,,,TERM740558,05,2,0,A70082,14,Approved,20251217,N,P,1,SBI00001,453232,453233,VISA3395501523,65.58,46.69,18.72,8.01,RRN0000006927,006927,BATCH84192,20251219,,HIGH,N,,SBI,SBI_BANK,2026-01-04T23:10:57.805524
SBI000000007162,AUTH0007162,453233******3353,453233,3353,2704,VISA,SAVINGS,20251225,231057,20251225,231057,7228.09,356,,,200000,REFUND,SBI502433,Agarwal-Barman,5661,Jaipur,Punjab,IND,384117,04073397351,TERM656470,90,0,1,A09093,05,Do not honor,20251225,A,S,0,SBI00001,453233,453233,VISA5055510560,48.44,,14.36,13.19,RRN0000007162,007162,BATCH37487,20251226,,HIGH,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.831816
SBI000000007123,AUTH0007123,453234******2586,453234,2586,2607,VISA,SAVINGS,2025-12-28,231057,20251228,231057,5165.33,356,,,200000,ATM WITHDRAWAL,SBI765927,Mistry LLC,5661,Ahmedabad,,IND,,06077989896,TERM638146,90,2,1,A28674,05,Approved,20251228,S,P,0,SBI00001,453233,453234,VISA4689802656,,,,24.87,RRN0000007123,007123,BATCH79373,20251229,876.0,HIGH,U,,SBI,SBI_BANK,2026-01-04T23:10:57.827218
SBI000000006947,AUTH0006947,453231******3034,453231,3034,2702,VISA,SAVINGS,20251228,231057,20251228,231057,5771.09,356,,,200000,ATM WITHDRAWAL,SBI539908,"Barad, Dara and Venkatesh",5541,Ahmedabad,Meghalaya,IND,864525,+915130063409,TERM601804,90,2,0,A61299,14,Insufficient funds,20251228,U,N,1,SBI00001,453234,453231,VISA6429833015,44.12,,6.26,16.27,RRN0000006947,006947,BATCH14562,20251230,306.0,LOW,U,05,SBI,SBI_BANK,2026-01-04T23:10:57.807839
SBI000000007108,AUTH0007108,453232******0133,453232,0133,3009,VISA,SAVINGS,20251212,231057,20251212,231057,7794.82,356,,,200000,ATM WITHDRAWAL,SBI125722,"Ganguly, Chowdhury and Aggarwal",,Bangalore,Gujarat,IND,730107,8781514178,TERM405669,05,0,0,A92654,00,Approved,20251212,Y,P,0,SBI00001,453232,453232,VISA4590322187,,11.23,9.17,6.97,RRN0000007108,007108,BATCH82700,20251213,173.0,,N,,SBI,SBI_BANK,2026-01-04T23:10:57.826223
SBI000000006396,AUTH0006396,453233******7759,453233,7759,2801,VISA,CURRENT,20251211,231057,20251211,231057,8434.79,356,,,010000,ONLINE PAYMENT,SBI357395,"Savant, Naidu and Dhillon",7011,Ahmedabad,Assam,IND,265953,,TERM885603,02,2,0,,51,Do not honor,20251211,N,S,1,SBI00001,453234,453233,VISA6800738721,55.64,19.54,,8.39,RRN0000006396,006396,BATCH70042,20251213,901.0,MEDIUM,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.742265
SBI000000004654,AUTH0004654,453233******4982,453233,4982,2712,VISA,SAVINGS,20260103,231057,20260103,231057,6840.1,356,,,010000,ONLINE PAYMENT,SBI831890,"Maharaj, Manne and Brar",,Jaipur,Maharashtra,IND,548058,,TERM799879,81,0,1,A49331,61,Do not honor,20260103,A,S,1,SBI00001,453232,453233,VISA6606878930,82.12,26.01,,21.01,RRN0000004654,004654,BATCH25873,20260105,,MEDIUM,U,06,SBI,SBI_BANK,2026-01-04T23:10:57.547845
SBI000000005116,AUTH0005116,453231******4464,453231,4464,2802,VISA,CURRENT,20251222,231057,20251222,231057,7342.05,356,,,000000,POS PURCHASE,SBI815091,Kala-Golla,5921,Hyderabad,Jharkhand,IND,857660,,TERM503238,02,2,1,A48880,05,Insufficient funds,20251222,S,N,0,SBI00001,453233,453231,VISA1162618714,63.13,43.52,11.77,27.43,RRN0000005116,005116,BATCH27033,20251224,223.0,LOW,U,,SBI,SBI_BANK,2026-01-04T23:10:57.602438
SBI000000005991,AUTH0005991,453232******1173,453232,1173,2707,VISA,CURRENT,2025-12-08,231057,20251208,231057,8788.97,356,,,010000,ATM WITHDRAWAL,SBI441182,Bajaj LLC,5651,Jaipur,Sikkim,IND,978419,07940505159,TERM184839,90,2,1,A49060,05,Approved,20251208,N,M,1,SBI00001,453234,453232,VISA8732939592,24.87,15.65,13.28,18.95,RRN0000005991,005991,BATCH61649,20251210,417.0,MEDIUM,A,,SBI,SBI_BANK,2026-01-04T23:10:57.703144
SBI000000006230,AUTH0006230,453232******1487,453232,1487,2811,VISA,CURRENT,20260103,231057,20260103,231057,1357.39,356,,,010000,ONLINE PAYMENT,SBI972978,"Rastogi, Kalla and Din",5661,Delhi,Maharashtra,IND,450391,,TERM879770,81,0,0,A23750,14,Insufficient funds,20260103,Y,M,0,SBI00001,453233,453232,VISA3868827426,46.13,,,12.86,RRN0000006230,006230,BATCH99131,20260105,275.0,,A,,SBI,SBI_BANK,2026-01-04T23:10:57.728361
SBI000000005398,AUTH0005398,453234******8150,453234,8150,2712,VISA,CURRENT,2025-12-12,231057,20251212,231057,2045.57,356,,,200000,POS PURCHASE,SBI817427,"Mitra, Dewan and Walia",5942,Mumbai,Tamil Nadu,IND,,4163447792,TERM724470,90,1,1,,00,Insufficient funds,20251212,U,U,1,SBI00001,453231,453234,VISA3408336709,66.52,10.89,,20.34,RRN0000005398,005398,BATCH36231,20251213,165.0,HIGH,A,07,SBI,SBI_BANK,2026-01-04T23:10:57.634244
SBI000000006377,AUTH0006377,453234******0432,453234,0432,2611,VISA,CURRENT,2025-12-14,231057,20251214,231057,8134.16,356,,,010000,ONLINE PAYMENT,SBI857873,Andra and Sons,5812,Ahmedabad,Manipur,IND,433408,00491917997,TERM576291,05,1,1,A05797,14,Insufficient funds,20251214,P,S,1,SBI00001,453231,453234,VISA3787463695,,23.01,11.29,12.68,RRN0000006377,006377,BATCH97975,20251215,,,N,05,SBI,SBI_BANK,2026-01-04T23:10:57.742265
SBI000000006025,AUTH0006025,453234******7552,453234,7552,3002,VISA,SAVINGS,20251216,231057,20251216,231057,7403.62,356,,,010000,REFUND,SBI336850,Bali and Sons,7011,Ahmedabad,Andhra Pradesh,IND,204787,,TERM390783,02,0,1,A73538,51,Insufficient funds,20251216,U,P,0,SBI00001,453234,453234,VISA2186563967,39.85,29.37,16.9,19.27,RRN0000006025,006025,BATCH56758,20251218,538.0,LOW,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.707738
SBI000000005096,AUTH0005096,453233******0287,453233,0287,2908,VISA,SAVINGS,2025-12-17,231057,20251217,231057,7023.97,356,,,000000,POS PURCHASE,SBI659334,Shenoy Ltd,,Pune,,IND,207632,,TERM169170,90,2,0,A72655,00,Do not honor,20251217,A,M,1,SBI00001,453234,453233,VISA5906312405,18.11,,11.68,5.1,RRN0000005096,005096,BATCH75711,20251219,165.0,LOW,N,,SBI,SBI_BANK,2026-01-04T23:10:57.599879
SBI000000007422,AUTH0007422,453231******9266,453231,9266,2904,VISA,SAVINGS,2025-12-09,231057,20251209,231057,4970.15,356,,,010000,POS PURCHASE,SBI438678,Dubey Ltd,5691,Delhi,Rajasthan,IND,965464,7852724406,TERM433805,90,1,0,A95351,05,Insufficient funds,20251209,P,S,1,SBI00001,453232,453231,VISA2251533655,93.98,10.77,4.69,22.16,RRN0000007422,007422,BATCH15250,20251211,,,U,,SBI,SBI_BANK,2026-01-04T23:10:57.860247
SBI000000004453,AUTH0004453,453233******8746,453233,8746,2602,VISA,SAVINGS,20251216,231057,20251216,231057,1370.9,356,,,200000,ONLINE PAYMENT,SBI239926,Char-Chada,4121,Bangalore,Tamil Nadu,IND,263968,,TERM164204,05,0,0,A65160,61,Insufficient funds,20251216,P,N,1,SBI00001,453234,453233,VISA4824793958,46.89,38.17,2.93,,RRN0000004453,004453,BATCH70993,20251218,284.0,LOW,U,,SBI,SBI_BANK,2026-01-04T23:10:57.524025
SBI000000004269,AUTH0004269,453234******2682,453234,2682,2703,VISA,SAVINGS,20260103,231057,20260103,231057,3232.21,356,,,000000,ONLINE PAYMENT,SBI261969,Sawhney-Manda,5691,Bangalore,Manipur,IND,895967,,TERM455494,81,1,1,A87067,91,Insufficient funds,20260103,U,U,1,SBI00001,453233,453234,VISA6178021641,98.06,,13.02,24.05,RRN0000004269,004269,BATCH31798,20260105,,MEDIUM,Y,06,SBI,SBI_BANK,2026-01-04T23:10:57.502589
SBI000000005975,AUTH0005975,453232******0123,453232,0123,2806,VISA,SAVINGS,20251209,231057,20251209,231057,9442.2,356,,,200000,POS PURCHASE,SBI881949,Krishnamurthy Ltd,7011,Bangalore,Mizoram,IND,224074,06302986281,TERM987639,90,0,1,A18031,05,Insufficient funds,20251209,U,S,0,SBI00001,453232,453232,VISA9931974756,82.57,34.58,,,RRN0000005975,005975,BATCH44949,20251210,792.0,,A,07,SBI,SBI_BANK,2026-01-04T23:10:57.701542
SBI000000004835,AUTH0004835,453231******9593,453231,9593,3009,VISA,CREDIT,20251216,231057,20251216,231057,369.62,356,,,000000,ATM WITHDRAWAL,SBI144443,Banik Ltd,5541,Kolkata,Bihar,IND,958951,,TERM256452,81,0,0,,14,Insufficient funds,20251216,P,N,1,SBI00001,453231,453231,VISA9053374738,72.83,33.58,5.89,,RRN0000004835,004835,BATCH70437,20251217,,LOW,N,05,SBI,SBI_BANK,2026-01-04T23:10:57.569915
SBI000000004661,AUTH0004661,453234******1533,453234,1533,2606,VISA,SAVINGS,20251214,231057,20251214,231057,6582.45,356,,,200000,POS PURCHASE,SBI562678,Shan Ltd,5732,Delhi,Madhya Pradesh,IND,,,TERM935043,02,0,0,A66069,14,Do not honor,20251214,N,M,0,SBI00001,453231,453234,VISA8020011128,,18.93,18.0,26.74,RRN0000004661,004661,BATCH10460,20251216,,,N,,SBI,SBI_BANK,2026-01-04T23:10:57.547845
SBI000000005261,AUTH0005261,453231******7993,453231,7993,2608,VISA,SAVINGS,2025-12-23,231057,20251223,231057,4559.7,356,,,200000,POS PURCHASE,SBI867838,Bhavsar and Sons,7011,Ahmedabad,Bihar,IND,655043,,TERM689400,05,0,1,A00468,61,Do not honor,20251223,S,P,1,SBI00001,453234,453231,VISA5826888733,92.36,49.77,,,RRN0000005261,005261,BATCH82105,20251224,586.0,MEDIUM,U,05,SBI,SBI_BANK,2026-01-04T23:10:57.617630
SBI000000004926,AUTH0004926,453233******9519,453233,9519,3003,VISA,CURRENT,20251226,231057,20251226,231057,5805.37,356,,,200000,POS PURCHASE,SBI786921,Gola LLC,5921,Jaipur,Chhattisgarh,IND,653282,,TERM845606,90,2,0,A79346,51,Insufficient funds,20251226,U,P,1,SBI00001,453233,453233,VISA3651393838,69.23,28.88,,11.48,RRN0000004926,004926,BATCH82538,20251228,87.0,LOW,U,,SBI,SBI_BANK,2026-01-04T23:10:57.579858
SBI000000005263,AUTH0005263,453232******7800,453232,7800,2905,VISA,SAVINGS,20251229,231057,20251229,231057,7920.88,356,,,000000,REFUND,SBI710515,"Sankar, Murthy and Mistry",5999,Mumbai,Goa,IND,833209,,TERM733195,81,0,0,A55686,14,Insufficient funds,20251229,U,S,0,SBI00001,453232,453232,VISA1592738505,76.58,36.99,7.87,17.36,RRN0000005263,005263,BATCH91789,20251230,,,N,,SBI,SBI_BANK,2026-01-04T23:10:57.617630
SBI000000004208,AUTH0004208,376414******4441,376414,4441,2802,VISA,CURRENT,20251212,231057,20251212,231057,8148.75,356,,,000000,REFUND,SBI809146,Khare LLC,5999,Kolkata,Manipur,IND,,,TERM990861,05,0,0,A98529,14,Insufficient funds,20251212,A,P,0,SBI00001,453232,376414,VISA4577046701,75.55,20.44,8.79,,RRN0000004208,004208,BATCH49038,20251214,641.0,,Y,07,SBI,SBI_BANK,2026-01-04T23:10:57.493879
SBI000000004429,AUTH0004429,453234******2281,453234,2281,2810,VISA,SAVINGS,20251210,231057,20251210,231057,6515.91,356,,,010000,ATM WITHDRAWAL,SBI928580,Jhaveri Inc,5691,Delhi,Rajasthan,IND,726147,02923835223,TERM721916,02,0,1,A77504,61,Insufficient funds,20251210,N,S,0,SBI00001,453232,453234,VISA4867588775,,18.67,14.81,23.48,RRN0000004429,004429,BATCH56617,20251212,,LOW,N,05,SBI,SBI_BANK,2026-01-04T23:10:57.521481
SBI000000006100,AUTH0006100,453232******5157,453232,5157,2611,VISA,CURRENT,20251209,231057,20251209,231057,6235.98,356,,,000000,ONLINE PAYMENT,SBI613310,Yohannan-Ramesh,5541,Ahmedabad,Rajasthan,IND,860126,,TERM412423,02,0,1,A86630,14,Do not honor,20251209,P,P,0,SBI00001,453231,453232,VISA1298122244,50.44,,7.66,,RRN0000006100,006100,BATCH59350,20251210,,,A,,SBI,SBI_BANK,2026-01-04T23:10:57.714363
SBI000000006892,AUTH0006892,453234******2370,453234,2370,3005,VISA,CURRENT,20251220,231057,20251220,231057,7192.04,356,,,010000,POS PURCHASE,SBI522240,Kumar LLC,,Ahmedabad,Gujarat,IND,,,TERM598719,05,1,0,A58351,51,Insufficient funds,20251220,P,M,0,SBI00001,453233,453234,VISA7033421071,96.91,48.7,2.69,19.71,RRN0000006892,006892,BATCH91662,20251221,585.0,,A,,SBI,SBI_BANK,2026-01-04T23:10:57.802809
SBI000000005348,AUTH0005348,453233******4395,453233,4395,3010,VISA,CURRENT,20251218,231057,20251218,231057,2628.06,356,,,000000,ATM WITHDRAWAL,SBI216498,Bora-Sant,5912,Bangalore,Karnataka,IND,991768,,TERM741311,05,0,1,,91,Insufficient funds,20251218,Y,P,1,SBI00001,453234,453233,VISA3895504722,46.57,27.89,5.17,11.31,RRN0000005348,005348,BATCH37696,20251220,,HIGH,A,,SBI,SBI_BANK,2026-01-04T23:10:57.625679
SBI000000004637,AUTH0004637,453232******7109,453232,7109,3012,VISA,CREDIT,20260101,231057,20260101,231057,-625.18,356,,,010000,POS PURCHASE,SBI463640,Sachar-Gulati,5814,Kolkata,Nagaland,IND,484886,+918263267631,TERM449527,02,2,0,A14310,91,Approved,20260101,A,P,1,SBI00001,453232,453232,VISA7210357457,79.01,,15.31,,RRN0000004637,004637,BATCH96491,20260102,,LOW,N,,SBI,SBI_BANK,2026-01-04T23:10:57.545290
SBI000000006423,AUTH0006423,453231******5973,453231,5973,2805,VISA,CREDIT,20251218,231057,20251218,231057,6783.44,356,,,200000,POS PURCHASE,SBI416479,Bobal Ltd,5732,Delhi,Haryana,IND,381933,,TERM882716,02,2,1,A64903,61,Approved,20251218,Y,P,1,SBI00001,453234,453231,VISA7121727615,17.82,13.19,13.36,21.54,RRN0000006423,006423,BATCH69561,20251219,619.0,,Y,06,SBI,SBI_BANK,2026-01-04T23:10:57.751433
SBI000000004863,AUTH0004863,453233******7560,453233,7560,2806,VISA,CURRENT,20251205,231057,20251205,231057,9013.82,356,,,200000,REFUND,SBI178221,"Singh, Kohli and Shankar",5661,Ahmedabad,Punjab,IND,746608,,TERM334232,02,1,0,A27876,51,Approved,20251205,Y,M,1,SBI00001,453231,453233,VISA3763575844,63.36,,12.59,,RRN0000004863,004863,BATCH36961,20251206,367.0,LOW,N,,SBI,SBI_BANK,2026-01-04T23:10:57.569915
SBI000000007433,AUTH0007433,453232******3937,453232,3937,2801,VISA,CREDIT,20251212,231057,20251212,231057,9639.48,356,,,000000,REFUND,SBI215927,"Sami, Kale and Butala",5732,Bangalore,Jharkhand,IND,,,TERM944533,90,2,0,A68704,00,Approved,20251212,U,S,0,SBI00001,453232,453232,VISA3863446944,88.12,,8.59,,RRN0000007433,007433,BATCH86079,20251213,909.0,MEDIUM,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.860247
SBI000000007464,AUTH0007464,453233******4696,453233,4696,2803,VISA,CURRENT,20251212,231057,20251212,231057,1902.15,356,,,200000,POS PURCHASE,SBI238929,Mane-Madan,5661,Chennai,Rajasthan,IND,,09688248932,TERM894927,05,1,1,A31748,61,Approved,20251212,S,U,1,SBI00001,453234,453233,VISA6529185668,,,9.19,22.33,RRN0000007464,007464,BATCH27240,20251213,222.0,LOW,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.860247
SBI000000004546,AUTH0004546,453231******8152,453231,8152,2605,VISA,SAVINGS,20251215,231057,20251215,231057,4477.16,356,,,000000,REFUND,SBI647882,"Varty, Chakrabarti and Chahal",7011,Delhi,Bihar,IND,,,TERM483219,90,1,1,A33795,00,Do not honor,20251215,N,P,0,SBI00001,453231,453231,VISA1971286742,21.9,16.0,8.2,23.5,RRN0000004546,004546,BATCH19098,20251216,714.0,HIGH,U,,SBI,SBI_BANK,2026-01-04T23:10:57.535188
SBI000000005287,AUTH0005287,453233******6270,453233,6270,3006,VISA,CREDIT,2025-12-08,231057,20251208,231057,5651.13,356,,,200000,ONLINE PAYMENT,SBI815814,Anand-Buch,5691,Mumbai,Telangana,IND,633987,,TERM810774,02,0,1,A26831,51,Do not honor,20251208,P,M,1,SBI00001,453232,453233,VISA2805847791,,,6.87,26.89,RRN0000005287,005287,BATCH41717,20251209,94.0,LOW,A,05,SBI,SBI_BANK,2026-01-04T23:10:57.620745
